"sales_month","monthly_sales","sales_growth_rate"
"2022-03-01 00:00:00.000","94810.0",
"2022-04-01 00:00:00.000","2.6234121E7","275.7020461976585"
"2022-05-01 00:00:00.000","2.3948113E7","-0.08713873051054388"
"2022-06-01 00:00:00.000","2.0773941E7","-0.13254372066809605"
